"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT1G35140","Chir07Ox-b02620.2","PHI-1",0.339703327446014,0.186,0.06,0.373443602457725,10,7.10949176650599e-137,1.30508940357751e-132,NA,NA,"cellular response to hypoxia, extracellular region, Golgi apparatus, molecular_function, plant-type cell wall, response to hypoxia","GEP_35"
"AT2G40100","Chir04Ox-b22740.2","LHCB4.3",0.279278309847954,0.202,0.144,0.35184626309939,12,3.74916907082498e-18,6.88234966331342e-14,NA,NA,"chlorophyll binding, chloroplast, chloroplast thylakoid, chloroplast thylakoid membrane, Golgi apparatus, photosynthesis, light harvesting, photosynthesis, light harvesting in photosystem I, response to light stimulus, thylakoid","GEP_35"
"AT4G36850","Chir07Ox-b34280.2","AP22.27",0.281834130153767,0.251,0.144,0.5677564620559,6,8.43288947065983e-46,1.54802552012903e-41,NA,NA,"carbohydrate derivative metabolic process, carboxylic acid metabolic process, cellular catabolic process, cellular lipid metabolic process, defense response to other organism, lipid biosynthetic process, molecular_function, organonitrogen compound catabolic process, phosphate ion homeostasis, porphyrin-containing compound metabolic process, response to bacterium, response to light stimulus, response to wounding, seed development","GEP_35"
"AT5G59540","Chir08Ox-b21880.2","F2O15.6",0.802827664580837,0.432,0.159,0.235761937730503,22,0,0,NA,NA,"cytoplasm, defense response to bacterium, defense response to fungus, ethylene-activated signaling pathway, molecular_function, negative regulation of signal transduction, oxoacid metabolic process, regulation of defense response, response to abscisic acid, response to inorganic substance, response to osmotic stress","GEP_35"
"AT1G30260","Chir01Ox-b28790.2","AT1G30260.1",0.295434391017279,0.297,0.163,0.375387651442754,9,1.9007043640047e-72,3.48912300100342e-68,NA,NA,"mitochondrion, response to cytokinin","GEP_35"
"AT5G59080","Chir08Ox-b21530.2","K18B18.8",0.733272477304898,0.399,0.194,0.162670190607184,36,7.04519460541036e-150,1.29328637371518e-145,NA,NA,"molecular_function, nucleus, response to oxidative stress","GEP_35"
"AT2G42530","Chir04Ox-b25310.2","AT2G42530.1",0.525296745187877,0.363,0.208,0.643957233131108,5,1.23549021220205e-77,2.2679893825393e-73,NA,NA,"chloroplast, chloroplast envelope, chloroplast stroma, cold acclimation, cytosol, defense response to fungus, galactose binding, leaf senescence, lipid binding, response to abscisic acid, response to cold","GEP_35"
"AT5G24530","Chir06Ox-b15200.2","AtDMR6",0.613913168985771,0.457,0.242,0.149094782264887,41,1.09838050294186e-154,2.01629708925038e-150,NA,NA,"cellular response to hypoxia, cytoplasm, defense response to bacterium, defense response to oomycetes, dioxygenase activity, flavone synthase activity, flavonoid biosynthetic process, leaf senescence, response to bacterium, response to fungus, response to oomycetes, response to salicylic acid, salicylate 5-hydroxylase activity, salicylic acid catabolic process","GEP_35"
"AT5G45630","Chir06Ox-b02660.2","MRA19.3",1.11478460425244,0.585,0.282,0.263058883463632,17,2.22374255281871e-295,4.08212420420931e-291,NA,NA,"cellular response to hypoxia, molecular_function, multicellular organismal reproductive process, nucleus, response to bacterium, response to salt stress, response to water deprivation, seed development","GEP_35"
"AT5G02020","Chir06Ox-b36920.2","AT5G02020.1",1.15934596883482,0.674,0.29,0.16091037578933,37,0,0,NA,NA,"nucleus, response to salt stress","GEP_35"
