"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT5G17450",0,1.66302294136167,0.632,0.002,0,0,2.3271659489436,0.689,0.002,0,0,0,"Chir06Ox-b21880.2",NA,NA,"AtHMP45","cadmium ion homeostasis, detoxification of cadmium ion, metal ion binding, metal ion transport, nucleus"
"AT5G27690",0,1.79473744189578,0.833,0.002,0,0,2.36433742210902,0.933,0.002,0,0,0,"Chir06Ox-b12610.2",NA,NA,"AT5G27690.1","cellular response to hormone stimulus, nucleus, oxoacid metabolic process, protein binding"
"AT1G10380",0,1.30591493901583,0.618,0.002,0,2.40406295706752e-253,1.09398849995688,0.444,0.007,4.41313837028884e-249,2.40406295706752e-253,0,"Chir01Ox-b10090.2",NA,NA,"AT1G10380.1","extracellular region, plant-type cell wall organization or biogenesis, polysaccharide binding, response to light stimulus"
"AT1G06830",0,1.7011734942271,0.299,0.003,0,1.10900385975811e-201,1.24694597817692,0.467,0.01,2.03579838535796e-197,1.10900385975811e-201,0,"Chir01Ox-b06200.2",NA,NA,"CEPD1","cellular response to nitrogen starvation, cytoplasm, glutathione oxidoreductase activity, nucleus, protein binding"
"AT4G34560",0,1.18307294700973,0.319,0.003,0,1.29170729199369e-201,1.52792770601971,0.622,0.018,2.37118707591283e-197,1.29170729199369e-201,0,"Chir07Ox-b32000.2",NA,NA,"T4L20.140","cellular carbohydrate metabolic process, chloroplast, molecular_function"
"AT5G43380",0,2.53244959918555,0.854,0.004,0,0,2.71273929673854,0.867,0.001,0,0,0,"Chir06Ox-b06140.2",NA,NA,"TOPP6","aging, cytoplasm, mitochondrion, myosin phosphatase activity, nucleus, protein dephosphorylation, protein serine/threonine phosphatase activity, response to light stimulus"
"AT2G30540",0,2.50926682055813,0.375,0.004,0,0,3.57264856636685,0.644,0.004,0,0,0,"Chir04Ox-b12270.2",NA,NA,"ROXY7","cytoplasm, glutathione oxidoreductase activity, nucleus, protein binding"
"AT5G63850",0,1.44708929155764,0.278,0.004,0,8.91647101616027e-155,2.10478947290845,0.578,0.02,1.63679658443654e-150,8.91647101616027e-155,0,"Chir08Ox-b26390.2",NA,NA,"AAP4","acidic amino acid transmembrane transporter activity, amino acid transmembrane transport, amino acid transmembrane transporter activity, amino acid transport, membrane, neutral amino acid transmembrane transporter activity, plasma membrane, primary active transmembrane transporter activity, transmembrane transport"
"AT3G21600",0,2.33103678046108,0.882,0.005,0,0,2.97145967468397,0.867,0.004,0,0,0,"Chir03Ox-b21760.2",NA,NA,"MIL23.17","molecular_function, nucleus, plasma membrane, response to inorganic substance, secondary metabolic process"
"AT4G19840",0,2.84929302703441,0.493,0.007,0,0,2.71240836793287,0.622,0.001,0,0,0,"Chir07Ox-b16700.2",NA,NA,"ATPP2-A1","carbohydrate binding, proteoglycan binding, response to insect"
