"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT5G14000","Chir06Ox-b25450.2","anac084",1.56416343335468,0.287,0.015,0.370865417790701,20,0,0,"Yes","NAC","carboxylic acid biosynthetic process, cellular catabolic process, cellular lipid metabolic process, DNA binding, DNA-binding transcription factor activity, lipid biosynthetic process, nucleus, organic cyclic compound catabolic process, organic hydroxy compound metabolic process, regulation of DNA-templated transcription, response to salt stress, secondary metabolic process, transcription cis-regulatory region binding","GEP_17"
"AT5G61160","Chir08Ox-b23620.2","ACT",1.39352203121532,0.35,0.029,0.822704009205737,2,0,0,NA,NA,"agmatine N4-coumaroyltransferase activity, cytoplasm","GEP_17"
"AT1G66480","Chir02Ox-b12400.2","F28G11.8",1.10744016432718,0.445,0.042,0.285106075517733,33,0,0,NA,NA,"molecular_function, response to fungus","GEP_17"
"AT3G01970","Chir03Ox-b00140.2","WRKY45",1.21288987393442,0.408,0.044,0.331649811347897,26,0,0,"Yes","WRKY","DNA-binding transcription factor activity, nucleus, phosphate ion transport, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding, transcription factor binding","GEP_17"
"AT5G63450","Chir08Ox-b25990.2","CYP94B1",1.72902589878329,0.392,0.05,0.182446847415736,51,0,0,NA,NA,"chloroplast, heme binding, iron ion binding, jasmonic acid metabolic process, jasmonoyl-isoleucine-12-hydroxylase activity, monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, protein binding, response to wounding","GEP_17"
"AT1G28390","Chir01Ox-b27150.2","F3M18.17",1.31206128446862,0.544,0.056,0.300535546311968,31,0,0,NA,NA,"defense response to bacterium, defense response to other organism, nucleus, phosphorylation, plasma membrane, protein phosphorylation, protein serine/threonine kinase activity, response to fungus, response to inorganic substance, response to nitrogen compound, response to temperature stimulus, tissue development, transmembrane receptor protein tyrosine kinase activity","GEP_17"
"AT2G01610","Chir05Ox-b00600.2","T8O11.22",1.45125145845069,0.379,0.065,0.339230124651161,25,0,0,NA,NA,"enzyme inhibitor activity, extracellular region, negative regulation of catalytic activity","GEP_17"
"AT3G62990","Chir05Ox-b28600.2","T20O10.90",1.43838672386618,0.385,0.065,0.431846849714367,15,0,0,NA,NA,"catabolic process, molecular_function, monocarboxylic acid metabolic process, nucleus, response to abscisic acid, response to osmotic stress, response to water deprivation","GEP_17"
"AT4G28150","Chir07Ox-b25330.2","F26K10.30",1.03762658691041,0.525,0.07,0.192285348941684,48,0,0,NA,NA,"cell differentiation, defense response to other organism, molecular_function, nucleus, response to water deprivation","GEP_17"
"AT3G02800","Chir03Ox-b01930.2","PFA-DSP3",1.05518430366519,0.505,0.075,0.226191270645383,41,0,0,NA,NA,"cytoplasm, defense response to bacterium, hormone-mediated signaling pathway, immune system process, indole-containing compound metabolic process, nucleus, phosphatase activity, protein binding, protein dephosphorylation, protein tyrosine phosphatase activity, protein tyrosine/serine/threonine phosphatase activity, regulation of defense response, response to abscisic acid, response to chitin, response to fungus, response to inorganic substance, response to osmotic stress, response to salicylic acid, toxin metabolic process","GEP_17"
