"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT5G36710","Chir07Ox-b06540.2","F24C7.9",1.14023320558079,0.341,0.033,0.587146515127023,14,0,0,NA,NA,"biological_process, chloroplast, mitochondrion, molecular_function","GEP_23"
"AT3G51230","Chir05Ox-b16570.2","AT3G51230.1",1.54907258357161,0.337,0.042,0.583448478087351,15,0,0,NA,NA,"negative regulation of cellular process, nucleus","GEP_23"
"AT3G51740","Chir05Ox-b17110.2","IMK2",1.02853372880869,0.404,0.042,0.755331199964101,2,0,0,NA,NA,"anatomical structure formation involved in morphogenesis, cell division, embryo development, fruit development, kinase activity, membrane, multicellular organismal reproductive process, plant-type cell wall, plasma membrane, plasmodesma, protein kinase activity, protein phosphorylation, tissue development","GEP_23"
"AT2G42110","Chir04Ox-b24880.2","T24P15.2",1.46157526606386,0.424,0.051,0.716629467631742,4,0,0,NA,NA,"cell division, embryo development, molecular_function, nucleus","GEP_23"
"AT5G44040","Chir06Ox-b05150.2","MRH10.15",1.05073434132043,0.473,0.063,0.601187302183146,12,0,0,NA,NA,"male meiosis II, molecular_function, nucleus","GEP_23"
"AT5G25090","Chir06Ox-b14720.2","ENODL13",1.6774003633255,0.454,0.069,0.709468014556683,7,0,0,NA,NA,"electron transfer activity, membrane, plasma membrane, plasmodesma, plastid","GEP_23"
"AT3G02120","Chir03Ox-b01230.2","F1C9.2",2.11517422094114,0.505,0.073,0.807025805171162,1,0,0,NA,NA,"cellular component biogenesis, cellular developmental process, cytokinesis, meiotic cell cycle process, molecular_function, nucleus, organelle organization, stomatal complex development","GEP_23"
"AT1G63100","Chir02Ox-b02110.2","SCL28",0.742064296372384,0.419,0.036,0.715203281666628,5,0,0,"Yes","GRAS","DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of mitotic cell cycle, sequence-specific DNA binding","GEP_23"
"AT1G31460","Chir01Ox-b30050.2","T8E3.13",0.719615105063826,0.466,0.092,0.568670659810683,17,0,0,NA,NA,"biological_process, molecular_function, nucleus","GEP_23"
"AT4G15140","Chir07Ox-b11460.2","DL3615C",0.648370057808169,0.328,0.032,0.740339897106271,3,0,0,NA,NA,"cellular catabolic process, defense response to other organism, molecular_function, nucleus, organonitrogen compound catabolic process, regulation of cell cycle process, regulation of defense response, response to jasmonic acid","GEP_23"
