"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT1G34245","Chir01Ox-b32760.2","AT1G34245.1",2.31510819027494,0.463,0.023,0.797718064270964,1,0,0,NA,NA,"extracellular region, guard cell differentiation, negative regulation of stomatal complex development, plant epidermis morphogenesis, protein kinase binding, stomatal complex development","GEP_11"
"AT5G10890","Chir06Ox-b28370.2","T30N20.160",1.04050069991824,0.525,0.029,0.632778724216187,3,0,0,NA,NA,"asymmetric cell division, molecular_function, nucleus","GEP_11"
"AT5G60880","Chir08Ox-b23340.2","BASL",2.32489204277013,0.722,0.029,0.770487732742914,2,0,0,NA,NA,"asymmetric cell division, cell cortex, cell periphery, nucleus, plasma membrane, protein binding, regulation of asymmetric cell division, stomatal complex development, unidimensional cell growth","GEP_11"
"AT5G53210","Chir08Ox-b14990.2","SPCH",1.52666253127109,0.682,0.043,0.540659003925409,5,0,0,"Yes","bHLH","cytoplasm, DNA-binding transcription activator activity, DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of response to osmotic stress, regulation of stomatal complex development, response to low humidity, response to osmotic stress, stomatal complex development","GEP_11"
"AT3G62070","Chir05Ox-b27770.2","T17J13.30",1.93255667977136,0.59,0.044,0.433012874581657,9,0,0,NA,NA,"cellular_component, defense response to other organism, meristem initiation, molecular_function, response to jasmonic acid, response to red or far red light","GEP_11"
"AT2G02450","Chir05Ox-b01380.2","ANAC034",1.00898470130609,0.504,0.047,0.36791360867864,11,0,0,"Yes","NAC","developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding","GEP_11"
"AT1G80080","Chir02Ox-b27910.2","TMM",3.01875831172355,0.725,0.054,0.530193282553666,7,0,0,NA,NA,"asymmetric cell division, cellular response to abscisic acid stimulus, defense response to fungus, membrane, peptide binding, protein binding, receptor serine/threonine kinase binding, regulation of antifungal innate immune response, response to abscisic acid, signal transduction, stomatal complex formation, stomatal complex morphogenesis, stomatal complex patterning, trichome morphogenesis","GEP_11"
"AT5G47380","Chir06Ox-b00480.2","MQL5.24",0.883641672695682,0.606,0.091,0.212758623646767,20,0,0,NA,NA,"cell wall biogenesis, molecular_function, negative regulation of metabolic process, nucleus, plant-type cell wall organization or biogenesis, response to light stimulus","GEP_11"
"AT1G56150","Chir01Ox-b44640.2","SAUR71",0.809837842363549,0.307,0.053,0.247046142470539,14,0,0,NA,NA,"cytoplasm, defense response to fungus, defense response to other organism, hormone-mediated signaling pathway, molecular_function, plant-type cell wall organization or biogenesis, response to bacterium, response to fungus, response to organic cyclic compound, response to organonitrogen compound, response to oxidative stress, response to wounding","GEP_11"
"AT2G40670","Chir04Ox-b23440.2","ARR16",0.806981718618287,0.301,0.021,0.620465703494197,4,0,0,NA,NA,"cytokinin-activated signaling pathway, cytoplasm, phosphorelay response regulator activity, protein binding, regulation of DNA-templated transcription, response to cytokinin","GEP_11"
