"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT1G19790","Chir01Ox-b19700.2","SRS7",1.55712546644276,0.443,0.005,0.79903599947479,1,0,0,"Yes","SRS","DNA binding, DNA-binding transcription factor activity, mRNA transcription, nucleus, positive regulation of DNA-templated transcription, protein binding","GEP_1"
"AT5G63850","Chir08Ox-b26390.2","AAP4",1.25436962177525,0.269,0.007,0.305929081138468,11,0,0,NA,NA,"acidic amino acid transmembrane transporter activity, amino acid transmembrane transport, amino acid transmembrane transporter activity, amino acid transport, membrane, neutral amino acid transmembrane transporter activity, plasma membrane, primary active transmembrane transporter activity, transmembrane transport","GEP_1"
"AT3G60890","Chir05Ox-b26740.2","AT3G60890.1",2.30059486430363,0.463,0.011,0.681673921018635,3,0,0,NA,NA,"biological_process, mitochondrion, protein binding","GEP_1"
"AT4G36160","Chir07Ox-b33690.2","ANAC076",1.07524603670345,0.398,0.014,0.313710604806079,10,0,0,"Yes","NAC","DNA binding, DNA-binding transcription factor activity, nucleus, positive regulation of secondary cell wall biogenesis, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding, xylem vessel member cell differentiation","GEP_1"
"AT4G36260","Chir07Ox-b33770.2","STY2",1.12741904212993,0.545,0.017,0.523955880330502,4,0,0,"Yes","SRS","anther development, auxin homeostasis, DNA binding, DNA-binding transcription factor activity, negative regulation of gibberellic acid mediated signaling pathway, nucleus, pollen development, positive regulation of DNA-templated transcription, protein binding, stigma development, style development, xylem and phloem pattern formation","GEP_1"
"AT5G03790","Chir06Ox-b35160.2","ATHB51",1.10422270335938,0.428,0.028,0.514828184838038,5,0,0,"Yes","HD-ZIP","bract formation, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, floral meristem determinacy, leaf morphogenesis, nucleus, positive regulation of DNA-templated transcription, regulation of timing of transition from vegetative to reproductive phase, sequence-specific DNA binding","GEP_1"
"AT3G51060","Chir05Ox-b16400.2","STY1",0.99204011956248,0.471,0.004,0.767017952718486,2,0,0,"Yes","SRS","anther development, auxin homeostasis, DNA binding, DNA-binding transcription factor activity, negative regulation of gibberellic acid mediated signaling pathway, nucleus, pollen development, positive regulation of DNA-templated transcription, protein heterodimerization activity, stigma development, style development, xylem and phloem pattern formation","GEP_1"
"AT3G24450","Chir03Ox-b24740.2","AtHMP27",0.96558910633651,0.378,0.013,0.384880196892857,7,0,0,NA,NA,"metal ion binding, response to light intensity","GEP_1"
"AT5G62230","Chir08Ox-b24740.2","ERL1",0.566587337578915,0.32,0.053,0.201287274483022,15,0,0,NA,NA,"embryo sac development, kinase activity, membrane, plant ovule development, plasma membrane, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, receptor serine/threonine kinase binding, signaling receptor binding, stomatal complex morphogenesis","GEP_1"
"AT1G24530","Chir01Ox-b25810.2","AT1G24530.1",0.462319727802021,0.296,0.056,0.130833789442097,16,0,0,NA,NA,"defense response to fungus, defense response to other organism, immune system process, mitochondrion, response to bacterium, response to organic cyclic compound, response to organonitrogen compound, response to wounding","GEP_1"
