"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT2G02250","Chir05Ox-b01300.2","AtPP2-B2",1.66704610610311,0.735,0.001,0.886546127353001,2,0,0,NA,NA,"carbohydrate binding, nucleus","GEP_33"
"AT5G43570","Chir06Ox-b05920.2","AT5G43570.2",1.25729974225082,0.255,0.002,0.711561674574103,4,0,0,NA,NA,"alpha-amino acid metabolic process, defense response, defense response to other organism, extracellular region, response to jasmonic acid, response to light stimulus, response to wounding, secondary metabolic process","GEP_33"
"AT2G38900","Chir04Ox-b21420.2","T7F6.7",2.27694435128489,0.694,0.003,0.948224647618163,1,0,0,NA,NA,"defense response, extracellular region, molecular_function, response to wounding","GEP_33"
"AT4G01440","Chir08Ox-b02160.2","UMAMIT31",1.18261881835001,0.561,0.003,0.459559035970967,9,0,0,NA,NA,"chloroplast, plasma membrane, response to abscisic acid, response to inorganic substance, transmembrane transporter activity","GEP_33"
"AT5G40960","Chir07Ox-b01400.2","MEE6.3",1.31416466320191,0.806,0.008,0.410987050762194,13,0,0,NA,NA,"biological_process, membrane, molecular_function","GEP_33"
"AT3G10185","Chir03Ox-b09370.2","GASA13",1.06643089726716,0.714,0.01,0.839814228705076,3,0,0,NA,NA,"biological_process, extracellular region, molecular_function","GEP_33"
"AT3G57600","Chir05Ox-b23410.2","F15B8.210",2.96889379466182,0.888,0.011,0.414793531922605,12,0,0,"Yes","ERF","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, response to stress, transcription cis-regulatory region binding","GEP_33"
"AT5G02460","Chir06Ox-b36510.2","AT5G02460.1",1.89781615621395,0.908,0.012,0.366635083378663,14,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, plasmodesmata-mediated intercellular transport, polarity specification of adaxial/abaxial axis, regulation of DNA-templated transcription, root radial pattern formation","GEP_33"
"AT3G24140","Chir03Ox-b24280.2","FMA",2.71330950057711,0.949,0.015,0.356212840309006,15,0,0,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","GEP_33"
"AT1G71050","Chir02Ox-b17620.2","HIPP20",3.14379928874708,0.949,0.019,0.461449379901037,8,0,0,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","GEP_33"
