"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT4G15610",0,2.4618282523599,0.435,0.064,0,2.88298141230284e-136,1.27494231908542,0.155,0.018,5.29228897856433e-132,2.88298141230284e-136,0,"Chir07Ox-b12060.2",NA,NA,"CASPL1D1","4 iron, 4 sulfur cluster binding, carboxylic acid metabolic process, cellular catabolic process, cellular response to abscisic acid stimulus, defense response to bacterium, defense response to fungus, endosome, Golgi apparatus, hormone-mediated signaling pathway, leaf senescence, plasma membrane, response to hypoxia, response to inorganic substance, response to oxidative stress, response to salicylic acid, systemic acquired resistance, toxin metabolic process, trans-Golgi network"
"AT5G20250",7.05260625988475e-243,1.05101389132394,0.657,0.313,1.29464693112704e-238,2.80527337580863e-136,1.34737396092394,0.735,0.359,5.14964033597191e-132,2.80527337580863e-136,1.41052125197689e-242,"Chir06Ox-b18770.2",NA,NA,"RS6","cellular response to hypoxia, chloroplast, cytoplasm, cytosol, galactinol-sucrose galactosyltransferase activity, mRNA binding, plasmodesma, response to cold, response to oxidative stress"
"AT2G15960",0,1.58777525916783,0.865,0.561,0,7.04683396307186e-162,1.9688035529675,0.799,0.402,1.2935873106011e-157,7.04683396307186e-162,0,"Chir03Ox-b30010.2",NA,NA,"F19G14.4","carboxylic acid metabolic process, cellular catabolic process, cellular_component, molecular_function, organic substance catabolic process, protein-containing complex assembly, response to light intensity, response to organonitrogen compound, response to temperature stimulus"
"AT2G19800",1.49937319397835e-270,0.909590909473158,0.267,0.052,2.75239937218606e-266,5.37740851965954e-99,0.406994536791104,0.176,0.031,9.87130881953902e-95,5.37740851965954e-99,2.99874638795645e-270,"Chir03Ox-b34380.2",NA,NA,"MIOX2","cytoplasm, inositol catabolic process, inositol oxygenase activity, iron ion binding, syncytium formation"
"AT3G47380",0,0.829745316503096,0.351,0.069,0,3.57727634482867e-102,0.882253278588938,0.178,0.03,6.566806186202e-98,3.57727634482867e-102,0,"Chir05Ox-b12230.2",NA,NA,"AtPMEI11","apoplast, enzyme inhibitor activity, extracellular region, negative regulation of catalytic activity, pectinesterase inhibitor activity, plant-type cell wall organization or biogenesis"
"AT3G14060",1.43924384777726e-298,0.751119947263488,0.391,0.1,2.64201993136471e-294,2.04911516483312e-145,0.450209953294736,0.215,0.032,3.76156070808416e-141,2.04911516483312e-145,2.87848769555451e-298,"Chir03Ox-b13570.2",NA,NA,"MDC16.20","cytoplasm, defense response to bacterium, defense response to fungus, leaf senescence, mitochondrion, molecular_function, plant-type cell wall, response to salicylic acid"
"AT3G50900",3.9778032554678e-233,0.72665535563452,0.323,0.082,7.30205343606223e-229,6.8721144027758e-54,0.266745505561945,0.128,0.027,1.26151404091755e-49,6.8721144027758e-54,7.95560651093471e-233,"Chir05Ox-b16270.2",NA,NA,"F18B3.180","defense response to bacterium, mitochondrion, molecular_function, response to fungus, response to jasmonic acid, secondary metabolic process"
"AT1G72060",1.42274710320153e-147,0.555349958711352,0.238,0.067,2.61173685734704e-143,2.92920704047745e-209,0.597620672094888,0.242,0.029,5.37714536420446e-205,1.42274710320153e-147,5.85841408095493e-209,"Chir02Ox-b18630.2",NA,NA,"F28P5.12","extracellular region, response to oxidative stress, serine-type endopeptidase inhibitor activity"
"AT4G21920",9.68221416265433e-255,0.502719912068347,0.247,0.047,1.77736405383846e-250,0,0.575185667588003,0.199,0.012,0,9.68221416265433e-255,0,"Chir07Ox-b18580.2",NA,NA,"F1N20.1","alpha-amino acid metabolic process, cellular response to oxygen-containing compound, defense response to fungus, molecular_function, nucleus, organic acid biosynthetic process, response to inorganic substance, response to jasmonic acid, response to light stimulus, response to organic cyclic compound, response to wounding, signal transduction"
"AT3G21780",2.55742991180744e-288,0.495880624011806,0.3,0.062,4.69467408910491e-284,3.38154704817312e-122,0.253522666049996,0.165,0.023,6.20750591633141e-118,3.38154704817312e-122,5.11485982361463e-288,"Chir03Ox-b21950.2",NA,NA,"AT3G21780.1","abscisic acid catabolic process, abscisic acid glucosyltransferase activity, chloroplast, glycosyltransferase activity, response to abscisic acid, response to osmotic stress, response to salt stress, UDP-glycosyltransferase activity"
