"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT4G15210","Chir07Ox-b11520.2","ATBETA-AMY",1.42096185419112,0.461,0.05,0.318560898566473,19,0,0,NA,NA,"amylopectin maltohydrolase activity, beta-amylase activity, extracellular region, response to herbivore, secretory vesicle, starch catabolic process","GEP_7"
"AT4G11320","Chir08Ox-b06850.2","CP2",3.05002334791376,0.627,0.055,0.578970022306468,3,0,0,NA,NA,"cysteine-type endopeptidase activity, extracellular region, extracellular space, lysosome, peptidase activity, proteolysis, proteolysis involved in protein catabolic process","GEP_7"
"AT5G61290","Chir08Ox-b23810.2","MFB13.9",0.890635739851714,0.46,0.062,0.333478592003589,17,0,0,NA,NA,"alpha-amino acid metabolic process, chloroplast, defense response, flavin adenine dinucleotide binding, flavonoid metabolic process, glucosinolate metabolic process, N,N-dimethylaniline monooxygenase activity, NADP binding, plant-type secondary cell wall biogenesis, response to wounding","GEP_7"
"AT4G10640","Chir08Ox-b07590.2","ABS6",0.814480229579468,0.293,0.017,0.389100869860966,12,0,0,NA,NA,"biological_process, calmodulin binding, microtubule, nucleus, plasma membrane, protein binding","GEP_7"
"AT3G46490","Chir05Ox-b11620.2","F12A12.10",0.811006082019962,0.516,0.095,0.357316956874024,15,0,0,NA,NA,"cytoplasm, molecular_function, plant epidermis development","GEP_7"
"AT1G27020","Chir01Ox-b24160.2","T7N9.8",0.724994795553128,0.39,0.03,0.412944058613983,11,0,0,NA,NA,"cytosol, defense response to bacterium, defense response to fungus, molecular_function, nucleus, oxoacid metabolic process, regulation of biological quality, response to wounding","GEP_7"
"AT1G44830","Chir01Ox-b35290.2","AtERF014",0.699883142120471,0.376,0.021,0.598045252651375,2,0,0,"Yes","ERF","DNA-binding transcription factor activity, jasmonic acid and ethylene-dependent systemic resistance, nucleus, positive regulation of DNA-templated transcription, regulation of innate immune response, regulation of pectin biosynthetic process, salicylic acid mediated signaling pathway, transcription cis-regulatory region binding","GEP_7"
"AT3G55240","Chir05Ox-b20810.2","T26I12.120",0.696465651744016,0.272,0.079,0.26369370548292,29,5.29598067985603e-206,9.72183173401171e-202,NA,NA,"chloroplast, developmental process, molecular_function","GEP_7"
"AT4G24275","Chir07Ox-b21340.2",NA,0.674398224114827,0.442,0.036,0.431850419260045,9,0,0,NA,NA,"molecular_function, nucleus, response to water deprivation","GEP_7"
"AT3G50870","Chir05Ox-b16230.2","HAN",0.671207802027157,0.339,0.023,0.434968952535839,7,0,0,"Yes","GATA","cotyledon development, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower development, negative regulation of DNA-templated transcription, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, regulation of flower development, regulation of meristem structural organization, sequence-specific DNA binding, zinc ion binding","GEP_7"
