"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT5G66230",0,1.59951550043246,0.366,0.024,0,0,1.82966881807525,0.458,0.069,0,0,0,"Chir08Ox-b30340.2",NA,NA,"AT5G66230.2","chloroplast, intramolecular lyase activity, negative regulation of cellular process, plant-type secondary cell wall biogenesis, stomatal complex development"
"AT5G06150",0,1.15192435005755,0.363,0.025,0,0,1.94310110678548,0.663,0.11,0,0,0,"Chir06Ox-b32640.2",NA,NA,"CYC1BAT","centrosome, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase regulator activity, cytoplasm, mitotic cell cycle phase transition, nucleus, protein binding, regulation of cyclin-dependent protein serine/threonine kinase activity, response to gamma radiation"
"AT3G51280",0,1.09288775288925,0.397,0.028,0,0,1.08289655303953,0.458,0.053,0,0,0,"Chir05Ox-b16620.2",NA,NA,"F24M12.320","negative regulation of cellular process, RNA processing"
"AT4G15830",0,1.14138286459005,0.407,0.028,0,0,1.4689497284678,0.746,0.099,0,0,0,"Chir07Ox-b12350.2",NA,NA,"DL3955C","cytoplasmic microtubule, microtubule binding, microtubule cytoskeleton organization"
"AT2G25060",0,1.51865301041751,0.4,0.035,0,0,2.42131012272285,0.715,0.15,0,0,0,"Chir04Ox-b05690.2",NA,NA,"AtENODL14","electron transfer activity, extracellular region, membrane, plasma membrane, plasmodesma, secretory vesicle, vacuole"
"AT4G33270",0,1.94508779237639,0.484,0.041,0,0,1.57285777835373,0.667,0.177,0,0,0,"Chir07Ox-b30590.2",NA,NA,"AtCDC20.1","anaphase-promoting complex, anaphase-promoting complex binding, anaphase-promoting complex-dependent catabolic process, kinase binding, mitotic checkpoint complex, nucleus, positive regulation of anaphase-promoting complex-dependent catabolic process, positive regulation of ubiquitin protein ligase activity, protein binding, ubiquitin ligase activator activity"
"AT3G14190",0,1.20531873160872,0.405,0.042,0,0,1.11728759079905,0.551,0.105,0,0,0,"Chir03Ox-b13730.2",NA,NA,"CMR1","molecular_function, nucleolus, nucleus, positive regulation of maintenance of meiotic sister chromatid cohesion, positive regulation of maintenance of meiotic sister chromatid cohesion, centromeric, regulation of mitotic cell cycle"
"AT3G25980",0,1.2314285226076,0.524,0.047,0,0,1.1882039894033,0.662,0.096,0,0,0,"Chir05Ox-b03290.2",NA,NA,"MAD2","chromocenter, cytoplasm, kinetochore, kinetochore microtubule, mitotic spindle assembly checkpoint signaling, nuclear envelope, nucleoplasm, nucleus, protein binding, regulation of mitotic cell cycle, spindle microtubule"
"AT1G08560",0,2.41002094301879,0.674,0.055,0,0,2.12463534332178,0.622,0.099,0,0,0,"Chir01Ox-b08130.2",NA,NA,"SYP111","cell plate, endomembrane system, exocytosis, intracellular protein transport, membrane fusion, phragmoplast, plasma membrane, plasmodesma, protein binding, SNAP receptor activity, SNARE binding, SNARE complex, vesicle docking, vesicle fusion"
"AT2G25880",0,1.53878146532297,0.767,0.059,0,0,1.45741758889933,0.903,0.175,0,0,0,"Chir04Ox-b04480.2",NA,NA,"AtAUR2","chromosome passenger complex, histone H3S10 kinase activity, histone serine kinase activity, mitochondrion, mitotic spindle organization, nucleus, protein binding, protein phosphorylation, protein serine/threonine kinase activity, regulation of cytokinesis, spindle microtubule, spindle midzone, spindle pole centrosome"
