"gene_ID","CH_ID","Gene_code_name","pct.1","pct.2","TF","TF_family","Gene_functions","source"
"AT5G66230","Chir08Ox-b30340.2","AT5G66230.2",0.412,0.0465,NA,NA,"chloroplast, intramolecular lyase activity, negative regulation of cellular process, plant-type secondary cell wall biogenesis, stomatal complex development","DEGs"
"AT5G06150","Chir06Ox-b32640.2","CYC1BAT",0.513,0.0675,NA,NA,"centrosome, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase regulator activity, cytoplasm, mitotic cell cycle phase transition, nucleus, protein binding, regulation of cyclin-dependent protein serine/threonine kinase activity, response to gamma radiation","DEGs"
"AT3G51280","Chir05Ox-b16620.2","F24M12.320",0.4275,0.0405,NA,NA,"negative regulation of cellular process, RNA processing","DEGs"
"AT4G15830","Chir07Ox-b12350.2","DL3955C",0.5765,0.0635,NA,NA,"cytoplasmic microtubule, microtubule binding, microtubule cytoskeleton organization","DEGs"
"AT2G25060","Chir04Ox-b05690.2","AtENODL14",0.5575,0.0925,NA,NA,"electron transfer activity, extracellular region, membrane, plasma membrane, plasmodesma, secretory vesicle, vacuole","DEGs"
"AT4G33270","Chir07Ox-b30590.2","AtCDC20.1",0.5755,0.109,NA,NA,"anaphase-promoting complex, anaphase-promoting complex binding, anaphase-promoting complex-dependent catabolic process, kinase binding, mitotic checkpoint complex, nucleus, positive regulation of anaphase-promoting complex-dependent catabolic process, positive regulation of ubiquitin protein ligase activity, protein binding, ubiquitin ligase activator activity","DEGs"
"AT3G14190","Chir03Ox-b13730.2","CMR1",0.478,0.0735,NA,NA,"molecular_function, nucleolus, nucleus, positive regulation of maintenance of meiotic sister chromatid cohesion, positive regulation of maintenance of meiotic sister chromatid cohesion, centromeric, regulation of mitotic cell cycle","DEGs"
"AT3G25980","Chir05Ox-b03290.2","MAD2",0.593,0.0715,NA,NA,"chromocenter, cytoplasm, kinetochore, kinetochore microtubule, mitotic spindle assembly checkpoint signaling, nuclear envelope, nucleoplasm, nucleus, protein binding, regulation of mitotic cell cycle, spindle microtubule","DEGs"
"AT1G08560","Chir01Ox-b08130.2","SYP111",0.648,0.077,NA,NA,"cell plate, endomembrane system, exocytosis, intracellular protein transport, membrane fusion, phragmoplast, plasma membrane, plasmodesma, protein binding, SNAP receptor activity, SNARE binding, SNARE complex, vesicle docking, vesicle fusion","DEGs"
"AT2G25880","Chir04Ox-b04480.2","AtAUR2",0.835,0.117,NA,NA,"chromosome passenger complex, histone H3S10 kinase activity, histone serine kinase activity, mitochondrion, mitotic spindle organization, nucleus, protein binding, protein phosphorylation, protein serine/threonine kinase activity, regulation of cytokinesis, spindle microtubule, spindle midzone, spindle pole centrosome","DEGs"
