"","gene_ID","CH_ID","Gene_code_name","pct.1","pct.2","TF","TF_family","Gene_functions","source","rank"
"AT4G15140","AT4G15140","Chir07Ox-b11460.2","DL3615C",0.328,0.032,NA,NA,"cellular catabolic process, defense response to other organism, molecular_function, nucleus, organonitrogen compound catabolic process, regulation of cell cycle process, regulation of defense response, response to jasmonic acid","GEP_23 and DEGs",1
"AT5G36710","AT5G36710","Chir07Ox-b06540.2","F24C7.9",0.341,0.033,NA,NA,"biological_process, chloroplast, mitochondrion, molecular_function","GEP_23",2
"AT1G63100","AT1G63100","Chir02Ox-b02110.2","SCL28",0.419,0.036,"Yes","GRAS","DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of mitotic cell cycle, sequence-specific DNA binding","GEP_23 and DEGs",3
"AT3G51280","AT3G51280","Chir05Ox-b16620.2","F24M12.320",0.4275,0.0405,NA,NA,"negative regulation of cellular process, RNA processing","DEGs",4
"AT3G51230","AT3G51230","Chir05Ox-b16570.2","AT3G51230.1",0.337,0.042,NA,NA,"negative regulation of cellular process, nucleus","GEP_23 and DEGs",5
"AT3G51740","AT3G51740","Chir05Ox-b17110.2","IMK2",0.404,0.042,NA,NA,"anatomical structure formation involved in morphogenesis, cell division, embryo development, fruit development, kinase activity, membrane, multicellular organismal reproductive process, plant-type cell wall, plasma membrane, plasmodesma, protein kinase activity, protein phosphorylation, tissue development","GEP_23 and DEGs",6
"AT5G66230","AT5G66230","Chir08Ox-b30340.2","AT5G66230.2",0.412,0.0465,NA,NA,"chloroplast, intramolecular lyase activity, negative regulation of cellular process, plant-type secondary cell wall biogenesis, stomatal complex development","DEGs",7
"AT2G42110","AT2G42110","Chir04Ox-b24880.2","T24P15.2",0.424,0.051,NA,NA,"cell division, embryo development, molecular_function, nucleus","GEP_23 and DEGs",8
"AT3G16280","AT3G16280","Chir03Ox-b16050.2","ERF036",0.321,0.055,"Yes","ERF","alpha-amino acid metabolic process, carboxylic acid biosynthetic process, DNA-binding transcription factor activity, glucosinolate metabolic process, nucleus, regulation of DNA-templated transcription, response to inorganic substance, response to wounding, transcription cis-regulatory region binding","DEGs",9
"AT5G44040","AT5G44040","Chir06Ox-b05150.2","MRH10.15",0.473,0.063,NA,NA,"male meiosis II, molecular_function, nucleus","GEP_23 and DEGs",10
"AT4G15830","AT4G15830","Chir07Ox-b12350.2","DL3955C",0.5765,0.0635,NA,NA,"cytoplasmic microtubule, microtubule binding, microtubule cytoskeleton organization","DEGs",11
"AT5G06150","AT5G06150","Chir06Ox-b32640.2","CYC1BAT",0.513,0.0675,NA,NA,"centrosome, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase regulator activity, cytoplasm, mitotic cell cycle phase transition, nucleus, protein binding, regulation of cyclin-dependent protein serine/threonine kinase activity, response to gamma radiation","DEGs",12
"AT5G25090","AT5G25090","Chir06Ox-b14720.2","ENODL13",0.454,0.069,NA,NA,"electron transfer activity, membrane, plasma membrane, plasmodesma, plastid","GEP_23 and DEGs",13
"AT3G25980","AT3G25980","Chir05Ox-b03290.2","MAD2",0.593,0.0715,NA,NA,"chromocenter, cytoplasm, kinetochore, kinetochore microtubule, mitotic spindle assembly checkpoint signaling, nuclear envelope, nucleoplasm, nucleus, protein binding, regulation of mitotic cell cycle, spindle microtubule","DEGs",14
"AT3G02120","AT3G02120","Chir03Ox-b01230.2","F1C9.2",0.505,0.073,NA,NA,"cellular component biogenesis, cellular developmental process, cytokinesis, meiotic cell cycle process, molecular_function, nucleus, organelle organization, stomatal complex development","GEP_23 and DEGs",15
"AT3G14190","AT3G14190","Chir03Ox-b13730.2","CMR1",0.478,0.0735,NA,NA,"molecular_function, nucleolus, nucleus, positive regulation of maintenance of meiotic sister chromatid cohesion, positive regulation of maintenance of meiotic sister chromatid cohesion, centromeric, regulation of mitotic cell cycle","DEGs",16
"AT1G08560","AT1G08560","Chir01Ox-b08130.2","SYP111",0.648,0.077,NA,NA,"cell plate, endomembrane system, exocytosis, intracellular protein transport, membrane fusion, phragmoplast, plasma membrane, plasmodesma, protein binding, SNAP receptor activity, SNARE binding, SNARE complex, vesicle docking, vesicle fusion","DEGs",17
"AT1G31460","AT1G31460","Chir01Ox-b30050.2","T8E3.13",0.466,0.092,NA,NA,"biological_process, molecular_function, nucleus","GEP_23",18
"AT2G25060","AT2G25060","Chir04Ox-b05690.2","AtENODL14",0.5575,0.0925,NA,NA,"electron transfer activity, extracellular region, membrane, plasma membrane, plasmodesma, secretory vesicle, vacuole","DEGs",19
"AT4G33270","AT4G33270","Chir07Ox-b30590.2","AtCDC20.1",0.5755,0.109,NA,NA,"anaphase-promoting complex, anaphase-promoting complex binding, anaphase-promoting complex-dependent catabolic process, kinase binding, mitotic checkpoint complex, nucleus, positive regulation of anaphase-promoting complex-dependent catabolic process, positive regulation of ubiquitin protein ligase activity, protein binding, ubiquitin ligase activator activity","DEGs",20
"AT2G25880","AT2G25880","Chir04Ox-b04480.2","AtAUR2",0.835,0.117,NA,NA,"chromosome passenger complex, histone H3S10 kinase activity, histone serine kinase activity, mitochondrion, mitotic spindle organization, nucleus, protein binding, protein phosphorylation, protein serine/threonine kinase activity, regulation of cytokinesis, spindle microtubule, spindle midzone, spindle pole centrosome","DEGs",21
