"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT4G31805",0,1.53515706300592,0.547,0.026,0,0,1.3632322700854,0.665,0.214,0,0,0,"Chir07Ox-b29090.2",NA,NA,"AT4G31805.1","asymmetric cell division, cell periphery, cytoplasm, nucleus, protein binding"
"AT3G12870",0,1.64575216268562,0.292,0.029,0,2.87444684545591e-262,1.65643697900003,0.355,0.096,5.27662207420342e-258,2.87444684545591e-262,0,"Chir03Ox-b12040.2",NA,NA,"MJM20.1","lipid biosynthetic process, mitochondrion, molecular_function, negative regulation of cellular process, organic hydroxy compound biosynthetic process, plasmodesma"
"AT4G15830",0,1.44705310428458,0.366,0.05,0,0,1.39015120156015,0.512,0.154,0,0,0,"Chir07Ox-b12350.2",NA,NA,"DL3955C","cytoplasmic microtubule, microtubule binding, microtubule cytoskeleton organization"
"AT2G25060",0,3.37691295670603,0.44,0.054,0,2.45985675436008e-296,2.66787124592057,0.532,0.197,4.51555904397879e-292,2.45985675436008e-296,0,"Chir04Ox-b05690.2",NA,NA,"AtENODL14","electron transfer activity, extracellular region, membrane, plasma membrane, plasmodesma, secretory vesicle, vacuole"
"AT1G76540",0,1.42946247903546,0.439,0.063,0,4.77179808968642e-258,1.04345347029024,0.563,0.228,8.75958975323736e-254,4.77179808968642e-258,0,"Chir02Ox-b23650.2",NA,NA,"CDKB2;1","cyclin binding, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase activity, cytoplasm, G1/S transition of mitotic cell cycle, G2/M transition of mitotic cell cycle, hormone-mediated signaling pathway, nucleus, protein binding, protein phosphorylation, regulation of G2/M transition of mitotic cell cycle, regulation of gene expression, regulation of meristem structural organization, RNA polymerase II CTD heptapeptide repeat kinase activity, signal transduction"
"AT5G51600",0,1.07419371781082,0.479,0.066,0,0,1.22236573865724,0.691,0.273,0,0,0,"Chir08Ox-b13230.2",NA,NA,"PLE","cortical microtubule, cytokinesis by cell plate formation, cytoplasm, formation of syncytium involving giant cell for nutrient acquisition, microtubule, microtubule binding, microtubule cytoskeleton organization, microtubule polymerization, nuclear division, phragmoplast, preprophase band, response to nematode, spindle"
"AT5G11160",0,1.64975642332299,0.629,0.068,0,0,1.27489824387366,0.696,0.133,0,0,0,"Chir06Ox-b28110.2",NA,NA,"APT5","adenine phosphoribosyltransferase activity, adenine salvage, AMP salvage, carboxylic acid metabolic process, cellular lipid metabolic process, cytoplasm, cytosol, flower development, growth, lipid biosynthetic process, meristem maintenance, phyllome development, small molecule metabolic process"
"AT5G04530",0,1.10558534484972,0.542,0.069,0,0,1.02572632638612,0.761,0.231,0,0,0,"Chir06Ox-b34390.2",NA,NA,"KCS19","chloroplast, fatty acid biosynthetic process, response to cold, response to light stimulus, very-long-chain 3-ketoacyl-CoA synthase activity"
"AT5G17160",0,1.2083359289803,0.447,0.072,0,0,1.95242455428054,0.666,0.236,0,0,0,"Chir06Ox-b22210.2",NA,NA,"F2K13.310","biological_process, molecular_function, nucleus"
"AT5G67270",0,1.13404826949183,0.471,0.072,0,0,1.05369732349354,0.697,0.255,0,0,0,"Chir08Ox-b29030.2",NA,NA,"ATEB1C","cortical cytoskeleton organization, cytoplasm, cytoplasmic microtubule, microtubule binding, microtubule organizing center, microtubule plus-end, microtubule plus-end binding, nucleolus, nucleus, phragmoplast, plant-type cell wall, regulation of microtubule polymerization or depolymerization, spindle, spindle assembly, spindle midzone, thigmotropism"
