"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT3G09260",0,2.0073009397227,0.132,0.004,0,0,4.10498497133628,0.403,0.078,0,0,0,"Chir03Ox-b08480.2",NA,NA,"PYK10","beta-glucosidase activity, carbohydrate metabolic process, cellular response to cold, chloroplast, copper ion binding, cytosol, endoplasmic reticulum, ER body, ER body organization, fucosidase activity, glucosinolate catabolic process, glucosinolate metabolic process, indole glucosinolate catabolic process, indole glucosinolate metabolic process, negative regulation of defense response, nucleus, peroxisome, plant-type vacuole, plasmodesma, protease binding, protein binding, protein homodimerization activity, response to osmotic stress, response to salt stress, response to symbiotic fungus, scopolin beta-glucosidase activity, thioglucosidase activity"
"AT3G20470",0,1.64322687444093,0.195,0.01,0,0,1.03765338106944,0.222,0.022,0,0,0,"Chir03Ox-b20470.2",NA,NA,"GRP-5","plant-type cell wall, plant-type vacuole, positive regulation of cell growth, positive regulation of organ growth, response to abscisic acid, response to flooding, response to salicylic acid, structural constituent of cell wall"
"AT4G17470",0,1.17039173256797,0.206,0.011,0,0,2.65026650761505,0.693,0.071,0,0,0,"Chir07Ox-b14210.2",NA,NA,"AT4G17470.1","chloroplast, intracellular membrane-bounded organelle, palmitoyl hydrolase activity, thiolester hydrolase activity"
"AT1G54010",0,2.19867713217627,0.347,0.024,0,0,2.90114360236415,0.845,0.304,0,0,0,"Chir01Ox-b43080.2",NA,NA,"AT1G54010.1","cell wall biogenesis, defense response to other organism, extracellular region, hydrolase activity, acting on ester bonds, nucleus, plant-type vacuole, plasmodesma, response to jasmonic acid, response to organic cyclic compound, response to oxidative stress, response to wounding, tryptophan metabolic process, vacuole"
"AT5G36910",0,3.20527421363446,0.535,0.033,0,0,3.90764629367441,0.966,0.257,0,0,0,"Chir01Ox-b36180.2",NA,NA,"AT5G36910.1","defense response, extracellular region, toxin activity"
"AT2G38750",0,1.46987326026901,0.401,0.036,0,0,1.07482379119294,0.382,0.051,0,0,0,"Chir04Ox-b21260.2",NA,NA,"ANNAT4","calcium ion binding, calcium-dependent phospholipid binding, cell surface, chloroplast, cytoplasm, Golgi apparatus, mRNA binding, plasmodesma, response to abscisic acid, response to cold, response to heat, response to osmotic stress, response to salt stress, response to water deprivation"
"AT4G33220",0,1.29608159111478,0.673,0.038,0,0,1.86243705629914,0.929,0.157,0,0,0,"Chir07Ox-b30550.2",NA,NA,"ATPME44","cell wall modification, defense response to Gram-negative bacterium, extracellular region, pectin catabolic process, pectinesterase activity, pectinesterase inhibitor activity"
"AT2G02850",0,2.40392344943565,0.797,0.041,0,0,2.24198664422767,0.941,0.162,0,0,0,"Chir05Ox-b01690.2",NA,NA,"AT2G02850.1","anther development, apoplast, electron transfer activity, extracellular matrix, extracellular region, pollination, secretory vesicle"
"AT5G22500",0,1.38132830921827,0.467,0.042,0,0,1.60336748816244,0.687,0.108,0,0,0,"Chir06Ox-b17250.2",NA,NA,"AT5G22500.1","alcohol-forming fatty acyl-CoA reductase activity, chloroplast, fatty-acyl-CoA reductase (alcohol-forming) activity, intracellular membrane-bounded organelle, long-chain fatty-acyl-CoA metabolic process, long-chain-fatty-acyl-CoA reductase activity, plasma membrane, response to salt stress, response to wounding, suberin biosynthetic process"
"AT1G11600",0,1.77690738868085,0.714,0.043,0,0,2.19954574438947,0.913,0.175,0,0,0,"Chir01Ox-b11470.2",NA,NA,"CYP77B1","fatty acid biosynthetic process, flower development, heme binding, iron ion binding, linoleic acid epoxygenase activity, membrane, organelle organization, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, plant organ morphogenesis, plasma membrane, regulation of gene expression by genomic imprinting, tissue development"
