"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT2G42610",0,1.63684657859715,0.749,0.039,0,0,1.94704933943404,0.864,0.168,0,0,0,"Chir04Ox-b25400.2",NA,NA,"LSH10","cellular developmental process, glucosinolate metabolic process, molecular_function, mRNA transcription, nucleus, oxoacid metabolic process, post-embryonic plant morphogenesis, regionalization, response to light intensity, response to light stimulus, stomatal complex development"
"AT1G62480",1.12752863048636e-305,2.8588563865207,0.913,0.311,2.06980430698381e-301,0,3.57914737377143,0.879,0.181,0,1.12752863048636e-305,0,"Chir02Ox-b02980.2",NA,NA,"AT1G62480.1","cytosol, nucleus"
"AT2G28790",1.80770729116395e-135,1.44390811975515,0.784,0.35,3.31840827438966e-131,0,1.25995155602302,0.952,0.555,0,1.80770729116395e-135,0,"Chir04Ox-b10440.2",NA,NA,"F8N16.8","defense response, extracellular region, molecular_function, plant-type cell wall, plasmodesma, secretory vesicle"
"AT3G53990",9.21389390919991e-146,1.17660093313411,0.935,0.591,1.69139450491183e-141,0,1.06826417600078,0.939,0.524,0,9.21389390919991e-146,0,"Chir05Ox-b19470.2",NA,NA,"USP17","chaperone-mediated protein folding, cytoplasm, cytosol, nucleic acid binding, nucleus, plasma membrane, plasmodesma, response to cold, response to heat, response to oxidative stress, RNA folding"
"AT2G47930",1.95064626956447e-97,0.930227850882394,0.71,0.389,3.58080135703949e-93,2.18813004869944e-247,0.574910778874315,0.598,0.242,4.01675033039756e-243,1.95064626956447e-97,4.37626009739841e-247,"Chir04Ox-b30870.2",NA,NA,"AGP26","membrane, molecular_function, plasma membrane"
"AT4G12730",1.32672844048165e-193,0.92418763888324,0.671,0.204,2.43547539819216e-189,4.80688086814249e-253,0.607555721463575,0.629,0.251,8.82399120964918e-249,1.32672844048165e-193,9.61376173628423e-253,"Chir07Ox-b10270.2",NA,NA,"AT4G12730.1","cell differentiation, cell division, cytosol, developmental cell growth, developmental growth, extracellular region, lipid biosynthetic process, membrane, organic hydroxy compound biosynthetic process, plant epidermis development, plant-type cell wall biogenesis, plant-type vacuole, plasma membrane, response to lipid, response to organic cyclic compound, root morphogenesis, unidimensional cell growth"
"AT4G15920",3.0572399366721e-141,0.912368965215868,0.749,0.333,5.61217535174897e-137,0,0.52386015244772,0.509,0.115,0,3.0572399366721e-141,0,"Chir07Ox-b12460.2",NA,NA,"AtSWEET17","carbohydrate export, chloroplast, fructose export from vacuole to cytoplasm, fructose uniporter activity, plant-type vacuole membrane"
"AT1G31710",0,0.786574218142192,0.478,0.022,0,1.59105940960726e-261,0.671082428696734,0.727,0.33,2.92070775821605e-257,1.59105940960726e-261,0,"Chir01Ox-b30190.2",NA,NA,"CuAOalpha3","aliphatic amine oxidase activity, amine metabolic process, aminoacetone:oxygen oxidoreductase(deaminating) activity, copper ion binding, extracellular region, peroxisome, phenethylamine:oxygen oxidoreductase (deaminating) activity, primary amine oxidase activity, putrescine catabolic process, quinone binding, response to abscisic acid, response to auxin, response to jasmonic acid, response to putrescine, response to salicylic acid, response to water deprivation, response to wounding, tryptamine:oxygen oxidoreductase (deaminating) activity"
"AT2G35120",1.45397875437656e-125,0.767855188099683,0.628,0.217,2.66906879940905e-121,0,0.897331930077403,0.921,0.527,0,1.45397875437656e-125,0,"Chir04Ox-b17280.2",NA,NA,"T4C15.21","ATP binding, cytoplasm, glycine cleavage complex, glycine decarboxylation via glycine cleavage system, mitochondrion, protein lipoylation"
"AT3G48100",0,0.627609542660347,0.422,0.046,0,0,0.950223788544224,0.674,0.155,0,0,0,"Chir05Ox-b12990.2",NA,NA,"ARR5","circadian rhythm, cytokinin-activated signaling pathway, cytoplasm, nucleus, phosphorelay response regulator activity, protein binding, regulation of DNA-templated transcription, response to cytokinin, response to red light"
