"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT2G42260","Chir04Ox-b25010.2","PYM",0.865094377205442,0.667,0.165,0.545825709104965,9,0,0,NA,NA,"DNA endoreduplication, endosperm development, megagametogenesis, negative regulation of ubiquitin protein ligase activity, nucleus, positive regulation of defense response to bacterium, protein binding, regulation of nuclear division, response to UV-B, trichome branching","GEP_25"
"AT1G57820","Chir02Ox-b11720.2","VIM1",0.928774006126339,0.742,0.192,0.572777343707824,8,0,0,NA,NA,"cell division, chromatin binding, chromatin organization, chromocenter, DNA methylation on cytosine, DNA methylation on cytosine within a CG sequence, double-stranded methylated DNA binding, histone binding, maintenance of DNA methylation, methyl-CpG binding, methyl-CpNpG binding, methyl-CpNpN binding, nucleus, pericentric heterochromatin formation, positive regulation of DNA methylation-dependent heterochromatin formation, ubiquitin protein ligase activity, ubiquitin-protein transferase activity","GEP_25"
"AT4G29170","Chir07Ox-b26390.2","ATMND1",0.343700282839249,0.506,0.204,0.325594075220798,21,0,0,NA,NA,"double-strand break repair, double-stranded DNA binding, embryo sac development, nucleus, pollen development, protein binding, reciprocal meiotic recombination, response to ionizing radiation","GEP_25"
"AT1G01370","Chir01Ox-b00900.2","HTR12",0.839492111911046,0.767,0.23,0.519775699635697,10,0,0,NA,NA,"cell division, centromere complex assembly, chromatin, chromosome, centromeric region, double fertilization forming a zygote and endosperm, meiotic cell cycle, meiotic chromosome separation, nucleus, protein binding, protein heterodimerization activity, structural constituent of chromatin","GEP_25"
"AT2G32765","Chir04Ox-b14710.2","SUM5",0.303337059745173,0.452,0.255,0.174942738668393,28,7.73483483187421e-156,1.41988363008715e-151,NA,NA,"nucleus, protein tag, ubiquitin-like protein ligase binding","GEP_25"
"AT4G40042","Chir07Ox-b35640.2",NA,0.53426657336038,0.567,0.256,0.290597382357294,23,0,0,NA,NA,"carboxylic acid metabolic process, molecular_function, protein targeting to ER, signal peptidase complex, signal peptide processing","GEP_25"
"AT5G59870","Chir08Ox-b22280.2","HTA6",3.06891052766432,0.99,0.268,0.911194553943288,1,0,0,NA,NA,"chromatin binding, DNA binding, heterochromatin, heterochromatin organization, nucleolus, nucleus, pericentric heterochromatin, plasmodesma, plastid, protein heterodimerization activity, structural constituent of chromatin","GEP_25"
"AT2G28720","Chir04Ox-b10370.2","HTB3",1.92131121041563,0.843,0.306,0.658762044091513,3,0,0,NA,NA,"DNA binding, nucleosome assembly, nucleus, peroxisome, protein heterodimerization activity, structural constituent of chromatin","GEP_25"
"AT3G06740","Chir03Ox-b06310.2","AT3G06740.1",0.376517176719135,0.578,0.31,0.179445451216142,27,1.99865216817808e-250,3.6689257851245e-246,"Yes","GATA","cell division, developmental growth, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, response to temperature stimulus, transcription cis-regulatory region binding, zinc ion binding","GEP_25"
"AT1G14900","Chir01Ox-b15040.2","HMGA",1.601796395523,0.85,0.315,0.492713142119268,11,0,0,NA,NA,"chloroplast, chromatin, cytosol, DNA binding, double-stranded DNA binding, negative regulation of DNA recombination, nucleolus, nucleosomal DNA binding, nucleosome, nucleosome assembly, nucleus, regulation of DNA-templated transcription","GEP_25"
