"","gene_ID","CH_ID","Gene_code_name","pct.1","pct.2","TF","TF_family","Gene_functions","source","rank"
"AT1G61660","AT1G61660","Chir02Ox-b04110.2","AtbHLH112",0.174,0.023,"Yes","bHLH","cellular response to abscisic acid stimulus, cellular response to salt stress, cellular response to water deprivation, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of proline metabolic process, regulation of reactive oxygen species metabolic process, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding","DEGs",1
"AT4G39950","AT4G39950","Chir07Ox-b35760.2","CYP79B2",0.139,0.025,NA,NA,"camalexin biosynthetic process, chloroplast, defense response, defense response by callose deposition in cell wall, defense response to bacterium, defense response to oomycetes, heme binding, indoleacetic acid biosynthetic process, induced systemic resistance, iron ion binding, membrane, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, response to bacterium, response to insect, response to water deprivation, tryptophan catabolic process","DEGs",2
"AT5G07460","AT5G07460","Chir06Ox-b31470.2","PMSR2",0.1275,0.0255,NA,NA,"cellular response to oxidative stress, cytoplasm, cytosol, L-methionine-(S)-S-oxide reductase activity, L-methionine:thioredoxin-disulfide S-oxidoreductase activity, peptide-methionine (S)-S-oxide reductase activity, plasma membrane, response to oxidative stress","DEGs",3
"AT5G62680","AT5G62680","Chir08Ox-b25200.2","GTR2",0.132,0.0325,NA,NA,"glucosinolate transport, glucosinolate:proton symporter activity, phloem glucosinolate loading, plasma membrane, plasmodesma","DEGs",4
"AT4G16447","AT4G16447","Chir07Ox-b13120.2",NA,0.2295,0.0375,NA,NA,"biological_process, mitochondrion, molecular_function","DEGs",5
"AT4G13770","AT4G13770","Chir07Ox-b09470.2","CYP83A1",0.283,0.0475,NA,NA,"cytosol, glucosinolate biosynthetic process, heme binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, response to insect, response to UV","DEGs",6
"AT5G60890","AT5G60890","Chir08Ox-b23350.2","ATMYB34",0.267,0.0565,"Yes","MYB","cellular response to sulfur starvation, defense response to insect, DNA-binding transcription factor activity, indole glucosinolate biosynthetic process, nucleus, positive regulation of DNA-templated transcription, protein binding, transcription cis-regulatory region binding, tryptophan biosynthetic process","DEGs",7
"AT5G48170","AT5G48170","Chir06Ox-b08920.2","SNE",0.275,0.066,NA,NA,"gibberellic acid mediated signaling pathway, nucleus, protein binding, regulation of gibberellic acid mediated signaling pathway, regulation of shoot system development, SCF ubiquitin ligase complex","DEGs",8
"AT2G28510","AT2G28510","Chir04Ox-b10040.2","AT2G28510.1",0.2705,0.0685,"Yes","Dof","DNA-binding transcription factor activity, nucleolus, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding, zinc ion binding","DEGs",9
"AT4G24060","AT4G24060","Chir07Ox-b21070.2","Dof4.6",0.2325,0.0695,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs",10
"AT5G14920","AT5G14920","Chir06Ox-b24490.2","GASA14",0.318,0.077,NA,NA,"plasma membrane, plastid, protein binding, regulation of reactive oxygen species metabolic process, response to abscisic acid, response to gibberellin, response to salt stress","DEGs",11
"AT4G09890","AT4G09890","Chir08Ox-b08540.2","T5L19.20",0.149,0.081,NA,NA,"defense response to bacterium, molecular_function, nucleus, plant-type cell wall organization or biogenesis, response to auxin, response to organic cyclic compound","DEGs",12
"AT4G29100","AT4G29100","Chir07Ox-b26310.2","BHLH68",0.4695,0.085,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to abscisic acid, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs",13
"AT3G04520","AT3G04520","Chir03Ox-b03770.2","AT3G04520.1",0.6015,0.0885,NA,NA,"amino acid metabolic process, cytosol, glycine biosynthetic process, L-allo-threonine aldolase activity, lyase activity, nucleus, threonine aldolase activity, threonine catabolic process","DEGs",14
"AT2G46650","AT2G46650","Chir04Ox-b29570.2","B5 #1",0.5115,0.1875,NA,NA,"carboxylic acid metabolic process, cell wall organization or biogenesis, cellular catabolic process, cellular macromolecule localization, cytosol, defense response to bacterium, defense response to other organism, heme binding, hormone-mediated signaling pathway, intracellular membrane-bounded organelle, jasmonic acid mediated signaling pathway, membrane, monocarboxylic acid metabolic process, organic substance catabolic process, regulation of small molecule metabolic process, response to wounding, tryptophan metabolic process","DEGs",15
"AT5G43150","AT5G43150","Chir06Ox-b06620.2","MMG4.18",0.46,0.318,NA,NA,"cellular lipid metabolic process, lipid biosynthetic process, mitochondrion, molecular_function, response to light stimulus","GEP_35",16
"AT3G13520","AT3G13520","Chir03Ox-b12850.2","ATAGP12",0.451,0.431,NA,NA,"developmental growth, membrane, plasma membrane, response to osmotic stress, response to salt stress, response to water","GEP_35",17
"AT1G65960","AT1G65960","Chir02Ox-b11660.2","GAD2",0.454,0.498,NA,NA,"calmodulin binding, cytosol, glutamate catabolic process, glutamate decarboxylase activity, glutamate metabolic process, nitrogen compound metabolic process, nucleus, pyridoxal phosphate binding","GEP_35",18
"AT5G65660","AT5G65660","Chir08Ox-b28320.2","K21L13.18",0.657,0.554,NA,NA,"defense response to fungus, molecular_function, nucleus, secondary metabolic process","GEP_35",19
"AT5G48930","AT5G48930","Chir01Ox-b44790.2","AT5G48930.1",0.609,0.565,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups, auxin homeostasis, cytoplasm, lignin biosynthetic process, membrane, positive regulation of flavonoid biosynthetic process, protein binding, quinate O-hydroxycinnamoyltransferase activity, shikimate O-hydroxycinnamoyltransferase activity","GEP_35",20
"AT2G36830","AT2G36830","Chir04Ox-b19160.2","TIP1;1",0.872,0.6,NA,NA,"central vacuole, chloroplast envelope, cytoplasm, gibberellic acid mediated signaling pathway, hydrogen peroxide transmembrane transport, membrane, plant-type vacuole, plant-type vacuole membrane, protein storage vacuole, transmembrane transport, urea transmembrane transporter activity, urea transport, water channel activity, water transport","GEP_35",21
"AT5G16030","AT5G16030","Chir06Ox-b23350.2","F1N13.170",0.72,0.613,NA,NA,"mitochondrion, molecular_function, nucleus, porphyrin-containing compound metabolic process, protein-containing complex assembly, response to bacterium, response to light intensity, response to red or far red light","GEP_35",22
"AT3G16240","AT3G16240","Chir03Ox-b16010.2","DELTA-TIP",0.749,0.629,NA,NA,"ammonium transmembrane transporter activity, central vacuole, chloroplast envelope, Golgi apparatus, identical protein binding, membrane, methylammonium transmembrane transporter activity, plant-type cell wall, plant-type vacuole, plant-type vacuole membrane, plasma membrane, plasmodesma, protein storage vacuole, transmembrane transport, urea transmembrane transporter activity, urea transport, water channel activity, water transport","GEP_35",23
"AT3G53420","AT3G53420","Chir05Ox-b18960.2","PIP2A",0.81,0.761,NA,NA,"hydrogen peroxide transmembrane transport, mRNA binding, plant-type vacuole, plasma membrane, plasmodesma, response to water deprivation, transmembrane transport, ubiquitin protein ligase binding, water channel activity, water transport","GEP_35",24
