"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT4G13770",0,1.01112582306224,0.18,0.006,0,0,1.12994634128126,0.386,0.089,0,0,0,"Chir07Ox-b09470.2",NA,NA,"CYP83A1","cytosol, glucosinolate biosynthetic process, heme binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, response to insect, response to UV"
"AT3G04520",0,1.38467510332833,0.692,0.072,0,0,1.09555768336976,0.511,0.105,0,0,0,"Chir03Ox-b03770.2",NA,NA,"AT3G04520.1","amino acid metabolic process, cytosol, glycine biosynthetic process, L-allo-threonine aldolase activity, lyase activity, nucleus, threonine aldolase activity, threonine catabolic process"
"AT2G46650",6.96375979417307e-174,1.58471892015203,0.511,0.195,1.27833738541635e-169,0,1.86094407599633,0.512,0.18,0,6.96375979417307e-174,0,"Chir04Ox-b29570.2",NA,NA,"B5 #1","carboxylic acid metabolic process, cell wall organization or biogenesis, cellular catabolic process, cellular macromolecule localization, cytosol, defense response to bacterium, defense response to other organism, heme binding, hormone-mediated signaling pathway, intracellular membrane-bounded organelle, jasmonic acid mediated signaling pathway, membrane, monocarboxylic acid metabolic process, organic substance catabolic process, regulation of small molecule metabolic process, response to wounding, tryptophan metabolic process"
"AT4G39950",3.70659950346716e-202,0.931970971962301,0.13,0.013,6.80420470851467e-198,2.81929166492705e-139,0.741698490172335,0.148,0.037,5.17537370930659e-135,2.81929166492705e-139,7.41319900693439e-202,"Chir07Ox-b35760.2",NA,NA,"CYP79B2","camalexin biosynthetic process, chloroplast, defense response, defense response by callose deposition in cell wall, defense response to bacterium, defense response to oomycetes, heme binding, indoleacetic acid biosynthetic process, induced systemic resistance, iron ion binding, membrane, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, response to bacterium, response to insect, response to water deprivation, tryptophan catabolic process"
"AT5G62680",9.89502251261752e-251,0.657005809649566,0.153,0.014,1.8164292826412e-246,4.67730111931296e-36,0.335767307487724,0.111,0.051,8.5861216647228e-32,4.67730111931296e-36,1.9790045025233e-250,"Chir08Ox-b25200.2",NA,NA,"GTR2","glucosinolate transport, glucosinolate:proton symporter activity, phloem glucosinolate loading, plasma membrane, plasmodesma"
"AT5G14920",1.0048896991467e-224,0.647549716824752,0.31,0.063,1.84467602072359e-220,9.05647937625486e-276,0.824888345033405,0.326,0.091,1.6624979190991e-271,1.0048896991467e-224,1.8112958752508e-275,"Chir06Ox-b24490.2",NA,NA,"GASA14","plasma membrane, plastid, protein binding, regulation of reactive oxygen species metabolic process, response to abscisic acid, response to gibberellin, response to salt stress"
"AT4G16447",1.06137190332665e-303,0.50907901298656,0.257,0.033,1.94836040293673e-299,1.71486101861254e-234,0.327024898852969,0.202,0.042,3.14797037186704e-230,1.71486101861254e-234,2.12274380665322e-303,"Chir07Ox-b13120.2",NA,NA,NA,"biological_process, mitochondrion, molecular_function"
"AT4G09890",2.19076646342834e-16,0.476132233976568,0.166,0.096,4.0215899969154e-12,4.2377799377099e-34,0.328384161380348,0.132,0.066,7.77929263165405e-30,2.19076646342834e-16,8.47555987541976e-34,"Chir08Ox-b08540.2",NA,NA,"T5L19.20","defense response to bacterium, molecular_function, nucleus, plant-type cell wall organization or biogenesis, response to auxin, response to organic cyclic compound"
"AT5G07460",5.64518993160107e-97,0.460172962797692,0.116,0.02,1.03628751574401e-92,1.2145017078085e-148,0.261820743882487,0.139,0.031,2.22946078502407e-144,5.64518993160107e-97,2.42900341561708e-148,"Chir06Ox-b31470.2",NA,NA,"PMSR2","cellular response to oxidative stress, cytoplasm, cytosol, L-methionine-(S)-S-oxide reductase activity, L-methionine:thioredoxin-disulfide S-oxidoreductase activity, peptide-methionine (S)-S-oxide reductase activity, plasma membrane, response to oxidative stress"
"AT5G48170",1.1584877961161e-116,0.292646742623187,0.214,0.053,2.12663604733032e-112,0,0.447042646659459,0.336,0.079,0,1.1584877961161e-116,0,"Chir06Ox-b08920.2",NA,NA,"SNE","gibberellic acid mediated signaling pathway, nucleus, protein binding, regulation of gibberellic acid mediated signaling pathway, regulation of shoot system development, SCF ubiquitin ligase complex"
