"gene_ID","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","CH_ID","TF","TF_family","Gene_code_name","Gene_functions"
"AT5G66440",0.00765026319798101,1.49917540410646,0.25,0.029,1,0,2.92728357834474,1,0.02,0,0.00765026319798101,0,"Chir08Ox-b30160.2",NA,NA,"K1F13.9","defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus"
"AT1G25230",2.45924817472324e-07,1.20211312916466,0.5,0.035,0.00451444187433945,0,1.39373527309377,0.894,0.034,0,2.45924817472324e-07,0,"Chir01Ox-b25590.2",NA,NA,"F4F7.38","acid phosphatase activity, cellular catabolic process, extracellular region, ferric iron binding, ferrous iron binding, growth, organic acid metabolic process, organic substance catabolic process, protein-containing complex assembly, response to light intensity"
"AT5G25980",0.103095586020403,3.22092694480675,0.25,0.063,1,0,4.01552905253883,0.649,0.002,0,0.103095586020403,0,"Chir06Ox-b11410.2",NA,NA,"BGLU37","apoplast, beta-glucosidase activity, carbohydrate metabolic process, chloroplast, cytosolic ribosome, defense response to insect, extracellular region, glucosinolate catabolic process, glucosinolate glucohydrolase activity, peroxisome, plant-type vacuole, plasmodesma, plastid, regulation of stomatal movement, response to abscisic acid, secretory vesicle, thioglucosidase activity"
"AT1G15970",0.0290438102128264,2.39996660448134,0.5,0.165,1,1.85035158632728e-81,1.26552998490116,0.872,0.199,3.39669040702098e-77,0.0290438102128264,3.70070317265455e-81,"Chir01Ox-b16020.2",NA,NA,"AT1G15970.1","base-excision repair, DNA-3-methyladenine glycosylase activity, nucleus"
"AT3G56620",0.000137283909137428,0.98892954807856,0.25,0.015,1,2.08949107784559e-78,0.561015766657189,0.191,0.008,3.83567877160114e-74,0.000137283909137428,4.17898215569112e-78,"Chir05Ox-b22210.2",NA,NA,"UMAMIT10","abscisic acid-activated signaling pathway, plasma membrane, response to osmotic stress, response to water deprivation, response to wounding, transmembrane transporter activity"
"AT3G15710",0.03739296678991,0.964331081601439,0.75,0.445,1,2.27419819181773e-13,0.495055837956811,0.83,0.47,4.17474562071981e-09,0.03739296678991,4.54839638363493e-13,"Chir03Ox-b15480.2",NA,NA,"MSJ11.11","chloroplast, endoplasmic reticulum, peptidase activity, plant-type vacuole, plasma membrane, serine-type endopeptidase activity, signal peptidase complex, signal peptide processing"
"AT5G22360",0.000790579388317888,0.909309126228511,1,0.396,1,7.17170802184817e-12,0.296362458456937,0.766,0.409,1.31651044157067e-07,0.000790579388317888,1.43434160436449e-11,"Chir06Ox-b17390.2",NA,NA,"ATVAMP714","Golgi apparatus, response to salt stress, vacuole, vesicle-mediated transport"
"AT2G36900",0.010386885460501,0.853027107474303,1,0.554,1,3.21902402796958e-12,0.376143956202853,0.787,0.422,5.90916240814376e-08,0.010386885460501,6.43804805592879e-12,"Chir04Ox-b19280.2",NA,NA,"MEMB11","cis-Golgi network, endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, Golgi apparatus, Golgi trans cisterna, late endosome membrane, protein binding, SNAP receptor activity, SNARE binding, SNARE complex, vesicle fusion, vesicle-mediated transport"
"AT4G36210",0.0353928646026796,0.805026461340576,0.5,0.174,1,1.27115616238513e-42,0.851354719992435,0.915,0.379,2.33346136729038e-38,0.0353928646026796,2.54231232477027e-42,"Chir07Ox-b33720.2",NA,NA,"F23E13.100","cellular response to hormone stimulus, cellular response to oxygen-containing compound, chloroplast, molecular_function, response to lipid, shoot system development, signal transduction, small molecule metabolic process"
"AT4G16330",0.000650146506603701,0.801403012953915,0.75,0.186,1,1.15227279351993e-21,0.450020795832681,0.691,0.265,2.11522716706453e-17,0.000650146506603701,2.30454558703986e-21,"Chir07Ox-b12970.2",NA,NA,"AT4G16330.1","chloroplast, dioxygenase activity, peroxisome, response to light stimulus, response to lipid"
