"","gene_ID","CH_ID","Gene_code_name","pct.1","pct.2","TF","TF_family","Gene_functions","source","rank"
"AT2G02250","AT2G02250","Chir05Ox-b01300.2","AtPP2-B2",0.735,0.001,NA,NA,"carbohydrate binding, nucleus","GEP_33",1
"AT5G43570","AT5G43570","Chir06Ox-b05920.2","AT5G43570.2",0.255,0.002,NA,NA,"alpha-amino acid metabolic process, defense response, defense response to other organism, extracellular region, response to jasmonic acid, response to light stimulus, response to wounding, secondary metabolic process","GEP_33",2
"AT2G40740","AT2G40740","Chir04Ox-b23490.2","WRKY55",0.3695,0.002,"Yes","WRKY","DNA-binding transcription factor activity, mitochondrion, nucleus, regulation of DNA-templated transcription, regulation of gene expression, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs",3
"AT2G38900","AT2G38900","Chir04Ox-b21420.2","T7F6.7",0.694,0.003,NA,NA,"defense response, extracellular region, molecular_function, response to wounding","GEP_33",4
"AT4G01440","AT4G01440","Chir08Ox-b02160.2","UMAMIT31",0.561,0.003,NA,NA,"chloroplast, plasma membrane, response to abscisic acid, response to inorganic substance, transmembrane transporter activity","GEP_33",5
"AT4G04450","AT4G04450","Chir08Ox-b04810.2","WRKY42",0.3805,0.0035,"Yes","WRKY","DNA binding, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, positive regulation of leaf senescence, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs",6
"AT4G38000","AT4G38000","Chir07Ox-b35460.2","AT4G38000.1",0.343,0.004,"Yes","Dof","DNA binding, DNA-binding transcription factor activity, floral organ abscission, nucleus, positive regulation of DNA-templated transcription, protein binding, regulation of DNA-templated transcription","DEGs",7
"AT5G40960","AT5G40960","Chir07Ox-b01400.2","MEE6.3",0.806,0.008,NA,NA,"biological_process, membrane, molecular_function","GEP_33",8
"AT3G10185","AT3G10185","Chir03Ox-b09370.2","GASA13",0.714,0.01,NA,NA,"biological_process, extracellular region, molecular_function","GEP_33 and DEGs",9
"AT3G57600","AT3G57600","Chir05Ox-b23410.2","F15B8.210",0.888,0.011,"Yes","ERF","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, response to stress, transcription cis-regulatory region binding","GEP_33",10
"AT3G56620","AT3G56620","Chir05Ox-b22210.2","UMAMIT10",0.2205,0.0115,NA,NA,"abscisic acid-activated signaling pathway, plasma membrane, response to osmotic stress, response to water deprivation, response to wounding, transmembrane transporter activity","DEGs",11
"AT5G02460","AT5G02460","Chir06Ox-b36510.2","AT5G02460.1",0.908,0.012,"Yes","Dof","DNA-binding transcription factor activity, nucleus, plasmodesmata-mediated intercellular transport, polarity specification of adaxial/abaxial axis, regulation of DNA-templated transcription, root radial pattern formation","GEP_33 and DEGs",12
"AT3G24140","AT3G24140","Chir03Ox-b24280.2","FMA",0.949,0.015,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","GEP_33 and DEGs",13
"AT1G71050","AT1G71050","Chir02Ox-b17620.2","HIPP20",0.949,0.019,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","GEP_33 and DEGs",14
"AT5G46350","AT5G46350","Chir06Ox-b01800.2","WRKY8",0.21,0.0195,"Yes","WRKY","cellular response to hydrogen peroxide, defense response to bacterium, defense response to fungus, defense response to virus, DNA-binding transcription factor activity, nucleus, positive regulation of response to salt stress, protein binding, regulation of DNA-templated transcription, response to abscisic acid, sequence-specific DNA binding","DEGs",15
"AT5G66440","AT5G66440","Chir08Ox-b30160.2","K1F13.9",0.625,0.0245,NA,NA,"defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus","DEGs",16
"AT5G25980","AT5G25980","Chir06Ox-b11410.2","BGLU37",0.4495,0.0325,NA,NA,"apoplast, beta-glucosidase activity, carbohydrate metabolic process, chloroplast, cytosolic ribosome, defense response to insect, extracellular region, glucosinolate catabolic process, glucosinolate glucohydrolase activity, peroxisome, plant-type vacuole, plasmodesma, plastid, regulation of stomatal movement, response to abscisic acid, secretory vesicle, thioglucosidase activity","DEGs",17
"AT1G25230","AT1G25230","Chir01Ox-b25590.2","F4F7.38",0.697,0.0345,NA,NA,"acid phosphatase activity, cellular catabolic process, extracellular region, ferric iron binding, ferrous iron binding, growth, organic acid metabolic process, organic substance catabolic process, protein-containing complex assembly, response to light intensity","DEGs",18
"AT2G36270","AT2G36270","Chir04Ox-b18480.2","ABI5",0.3805,0.0445,"Yes","bZIP","DNA binding, DNA-binding transcription factor activity, negative regulation of seed germination, nucleus, positive regulation of DNA-templated transcription, protein binding, regulation of DNA-templated transcription, response to abscisic acid, response to gibberellin, response to salt stress, response to water deprivation, seed development, seed germination, sugar mediated signaling pathway, transcription cis-regulatory region binding","DEGs",19
"AT1G15970","AT1G15970","Chir01Ox-b16020.2","AT1G15970.1",0.686,0.182,NA,NA,"base-excision repair, DNA-3-methyladenine glycosylase activity, nucleus","DEGs",20
"AT4G16330","AT4G16330","Chir07Ox-b12970.2","AT4G16330.1",0.7205,0.2255,NA,NA,"chloroplast, dioxygenase activity, peroxisome, response to light stimulus, response to lipid","DEGs",21
"AT4G37790","AT4G37790","Chir07Ox-b35230.2","HAT22",0.6595,0.251,"Yes","HD-ZIP","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, response to abscisic acid, response to cytokinin, response to water deprivation, transcription cis-regulatory region binding","DEGs",22
"AT4G36210","AT4G36210","Chir07Ox-b33720.2","F23E13.100",0.7075,0.2765,NA,NA,"cellular response to hormone stimulus, cellular response to oxygen-containing compound, chloroplast, molecular_function, response to lipid, shoot system development, signal transduction, small molecule metabolic process","DEGs",23
"AT5G22360","AT5G22360","Chir06Ox-b17390.2","ATVAMP714",0.883,0.4025,NA,NA,"Golgi apparatus, response to salt stress, vacuole, vesicle-mediated transport","DEGs",24
"AT3G15710","AT3G15710","Chir03Ox-b15480.2","MSJ11.11",0.79,0.4575,NA,NA,"chloroplast, endoplasmic reticulum, peptidase activity, plant-type vacuole, plasma membrane, serine-type endopeptidase activity, signal peptidase complex, signal peptide processing","DEGs",25
"AT2G36900","AT2G36900","Chir04Ox-b19280.2","MEMB11",0.8935,0.488,NA,NA,"cis-Golgi network, endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, Golgi apparatus, Golgi trans cisterna, late endosome membrane, protein binding, SNAP receptor activity, SNARE binding, SNARE complex, vesicle fusion, vesicle-mediated transport","DEGs",26
