"gene_ID","CH_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"AT2G28790","Chir04Ox-b10440.2","F8N16.8",0.294170654109569,0.631,0.456,0.143975667542575,24,9.20316129357331e-97,1.68942431866125e-92,NA,NA,"defense response, extracellular region, molecular_function, plant-type cell wall, plasmodesma, secretory vesicle","GEP_20"
"AT5G28640","Chir06Ox-b11690.2","AN3",0.382310438386562,0.704,0.475,0.225607483230201,9,5.92785385906222e-170,1.08817613290805e-165,NA,NA,"adaxial/abaxial pattern specification, cell division, cell population proliferation, cotyledon development, leaf development, nucleus, positive regulation of transcription by RNA polymerase II, protein binding, regulation of gene expression, transcription coactivator activity","GEP_20"
"AT4G15910","Chir07Ox-b12450.2","ATDI21",0.354351377924404,0.708,0.518,0.201884405532114,11,1.17677201682439e-130,2.16020039128454e-126,NA,NA,"chloroplast, cold acclimation, mitochondrion, molecular_function, response to abscisic acid, response to cold, response to stress, response to water deprivation","GEP_20"
"AT1G10522","Chir01Ox-b10250.2","PRIN2",0.5549661972896,0.873,0.644,0.286477970191247,5,0,0,NA,NA,"DNA binding, plastid nucleoid, plastid-encoded plastid RNA polymerase complex, protein binding, regulation of gene expression, response to light intensity","GEP_20"
"AT3G56070","Chir05Ox-b21690.2","ROC2",0.268653857222935,0.793,0.654,0.177690701361757,15,9.51584588502818e-104,1.74682382911462e-99,NA,NA,"cyclosporin A binding, cytoplasm, cytosol, Golgi apparatus, mitochondrion, peptidyl-prolyl cis-trans isomerase activity, protein folding, signal transduction","GEP_20"
"AT3G23830","Chir03Ox-b24020.2","GR-RBP4",0.3027591694491,0.801,0.659,0.168565257549913,17,3.03018933594139e-105,5.5625185639876e-101,NA,NA,"cytosol, double-stranded DNA binding, extracellular space, extracellular transport, miRNA binding, miRNA transport, mitochondrial RNA modification, mitochondrion, regulation of defense response to virus, response to cold, response to osmotic stress, response to salt stress, response to water deprivation, RNA binding, RNA transport, single-stranded DNA binding, single-stranded RNA binding, siRNA binding","GEP_20"
"AT5G23310","Chir06Ox-b16430.2","SOD3",0.604914296525803,0.904,0.693,0.25402134889581,7,0,0,NA,NA,"chloroplast, chloroplast nucleoid, plastid nucleoid, protein binding, removal of superoxide radicals, superoxide dismutase activity, thylakoid","GEP_20"
"AT1G14410","Chir01Ox-b14440.2","ATWHY1",0.558606570577386,0.904,0.701,0.245374716871653,8,0,0,"Yes","Whirly","chloroplast, chloroplast nucleoid, defense response, DNA binding, DNA repair, extracellular region, mRNA binding, negative regulation of telomere maintenance via telomerase, regulation of DNA-templated transcription, single-stranded DNA binding, telomeric DNA binding","GEP_20"
"AT2G20490","Chir03Ox-b35030.2","NOP10",0.265396824600407,0.937,0.862,0.150251964319248,19,8.79352376310627e-92,1.61422715719342e-87,NA,NA,"box H/ACA snoRNA binding, box H/ACA snoRNP complex, box H/ACA telomerase RNP complex, Cajal body, mitochondrion, nucleolus, nucleus, polar nucleus fusion, pseudouridine synthesis, rRNA pseudouridine synthesis, snoRNA binding, snRNA pseudouridine synthesis, telomerase RNA binding","GEP_20"
"AT5G22650","Chir06Ox-b17120.2","HDT02",0.304615275621928,0.942,0.879,0.131511008581347,32,2.57346749409347e-78,4.72411427890739e-74,NA,NA,"DNA-mediated transformation, histone deacetylase activity, mitochondrion, negative regulation of DNA-templated transcription, nucleolus, nucleus, plant-type cell wall, plant-type vacuole, plastid, polarity specification of adaxial/abaxial axis, protein binding, root development, seed dormancy process","GEP_20"
